338	very satisfied	Can't think of anything at present. It was a very satisfying journey.
339	fairly satisfied	Nothing on the bus. They have the heating on in summer but not winter.
340	very dissatisfied	Bus was moving too slow, as well as traffic congestion, waiting too long by bus stop, bus was very overcrowded and there was another behind that was empty and kept overtaking at stop.
341	fairly dissatisfied	Bus could have arrived on time.
342	fairly satisfied	1st full working day of change to route and driver not aware of new route. Had to ask each other from other buses. This delayed bus which did not stick to timetable making me late for medical appointment
343	fairly satisfied	Very bad pot holes on the 35 route in Highgate , by the shops.
344	neither satisfied nor dissatisfied	The timing of the bus service around a lot of slack-could be much faster , eight instead of fifteen minutes.
345	fairly satisfied	Nothing on this day but on other days, (I use this route Monday to Friday, every week), a number of people choose to stand when seats are available causing congestion at the front of the bus
346	fairly satisfied	Not including this journey but this bus itself I believe the 10A needs to improve how on time it is and make it more than 1 bus per hour it should be 2 for the convenience on us college students
347	neither satisfied nor dissatisfied	Better shock absorbers on bus. Oxford roads has too many bump holes etc.
348	very satisfied	Journey was good as always on this route. On this particular day an idiot drove into the side of the bus rear the end of the trip. The bus driver handled it superbly & arranged for another bus to take us onwards, so we lost only 5 min. or so. The drivers on this bus are usually punctual & helpful. We are very proud of our local bus route.
349	very satisfied	The cleanliness of the seats e.g. leather.
350	fairly dissatisfied	Newer buses with next stop electronic display. Bus shelter. Buses that do not rattle. Buses on Sundays and bank holidays and later in the evening.
351	very satisfied	Nothing at all- The driver was kind, pleasant and polite
352	very satisfied	Very good
353	fairly dissatisfied	More frequent buses around 5-6pm on weekdays.
354	neither satisfied nor dissatisfied	Warmer on the bus
355	fairly dissatisfied	To get off my first bus 55 and not have to run to catch 63 by Cabbage pub, Gorsey Lane. These bus is seem to have same time, if I miss the 63 I than  have to 52 to Marian square and pray that the 63 is parked up at the Netherton NAC so then I can catch bus.
356	fairly satisfied	Display tells you to ring bell and remain seated however when you do this when disembarking the driver does not give you time to leave your seat and leave bus and sometimes sets off when a few steps away from stop and have to alight passed the raised stop.
357	fairly satisfied	The fares in North Yorkshire are higher than anywhere else I've lived.
358	very satisfied	Very satisfying.
359	very satisfied	nothing it was fine
360	fairly satisfied	To take me home after work I need to o get 2 buses.. A 26a from Harrow Lane and then a 28 from the conquest.. They don't always run in sequence which the means I have to make the journey to town and then the 21 back from town this can put at least another 1/2 an hour on my journey.
361	fairly satisfied	On other journeys - breaking can often be erratic with certain drivers making journey uncomfortable as easily slip forward on leather seats.
362	fairly satisfied	The 8 only stops at the Wagon and Horses Pub on Lawrence St. I needed the next stop but as the 8 doesn't stop there I had to walk longer than usual. But I would have had a 10 min wait in town for 10 or 66A
363	neither satisfied nor dissatisfied	Knowing I could get a return but the buses finish ridiculously early!
364	very satisfied	Nothing today, this driver is the best ever, he greets you, he's lovely but I've never had any that match him, I wish they were all like him, most are rude.
365	fairly satisfied	Less congestion from traffic particularly cars.  Issue of passengers paying by phone, this did impact whole of journey.
366	fairly satisfied	Slightly more room between seats in front or a person.
367	fairly satisfied	Not standing at a naked stop in a gale like wind. Being able to go earlier when the service is off for children. More choice of time than one (or at times two) hours.
368	very satisfied	Nothing, I'm very happy with our local bus services.
369	fairly satisfied	The price is more than parking costs. I took the bus because I was going to consume alcohol otherwise it would not be economically viable. Are the buses very expensive because not many people use them or don't many people use them because they are very expensive?
370	neither satisfied nor dissatisfied	Timing and USB ports and less jolting.
371	very dissatisfied	The driver was rude to passengers and staring at women as they boarded the bus in an inappropriate way.  He frequently behaves this way and makes female passengers feel uncomfortable.
372	neither satisfied nor dissatisfied	If the only seat left wasn't going to be next to an aggressive, arrogant man who made me feel very uncomfortable and squashing me and knocking me throughout the journey.
373	fairly satisfied	Nothing right now.
374	fairly satisfied	Cleanliness of the floor at the bus stop and inside the bus.
375	fairly satisfied	Bus was a double decker. Need more buses on route. Journey was fine.
376	fairly satisfied	A bigger bus, or more frequent service as this bus is always busy and there is little space. The buses on this route are all old, can be very uncomfortable, very noisy. This driver was very good and the journey was smooth.
377	fairly satisfied	Heating. Either to cold and draughty or too hot and sticky. Too much condensation on windows.
378	very satisfied	The bus being on time.
379	very satisfied	No improvements necessary.
380	fairly satisfied	Stop people shaking and being anti-social at the bus stops
381	very dissatisfied	Attitude and behaviour of the driver.  They are very rude to customers.
382	fairly dissatisfied	Ensuring buses turn up on time, ensuring buses don't get cancelled without being made aware so you end up waiting longer than expected with more passengers joining the queue, so when the bus does turn up its already full and drives on by, so you end up having to wait another one
383	fairly satisfied	The electronic time display could be more accurate. The bus was reported to be running ten minutes late but turned up bang on time. I expected this, it  happens quite often.
384	fairly satisfied	Punctuality of bus.
385	fairly satisfied	Perhaps having seatbelts on the end seats would have been useful to prevent staggering and uncontrollable movement from unexpected jolting.  And perhaps a screen indicating the next stop that works so I would have no worry on missing my stop due to fogged up windows.
386	fairly satisfied	Access to a free public toilet for women, children and men at Kendall bus station. On the bus station level - where the bus waits 10 minutes at most to change drivers and for the advertised WIFI to actually work
387	fairly satisfied	Don't take cash, causes delay for people to get on bus. The bus should tell us which bus stop is next, because when is rainy the windows fog so you can't see when your bus stop will come up.
388	neither satisfied nor dissatisfied	Drivers by and large tend to be rude, unfriendly, unhelpful.
389	fairly satisfied	Bus shelter closed at one end eliminating wind tunnel effect. Rattling noise within bus removed.
390	neither satisfied nor dissatisfied	More leg room for taller people and being on time.
391	fairly satisfied	Room on the bus isn't the best early morning. Some bus drivers are rude.
392	fairly satisfied	Actual arrival time of the bus displayed on the electronic board at the bus stop rather than the expected arrival time (which is more useful than a paper timetable/poster).
393	very dissatisfied	Internet do not work most of times
394	very satisfied	Nothing , all is very good.
395	fairly satisfied	Improved heating
396	neither satisfied nor dissatisfied	Putting the bus info on top of a double bus when making a complaint , it had graffiti.  Cold
397	neither satisfied nor dissatisfied	Nothing/very bad traffic day
398	very satisfied	Everything was fine.
399	fairly satisfied	The length of time  it took for the driver change over at Aston University stop. This is a frequent issue on my journeys.
400	fairly dissatisfied	Driver not thinking he's a rally driver who slammed brakes on to stop rather than slowing gently.
401	fairly satisfied	Temperature on the bus, it was too warm.
402	fairly satisfied	On time.
403	fairly satisfied	To have more seats on bus as I can't stand with a bad leg for full journey
404	fairly satisfied	The bus service. It's the only bus that ever breaks down. Need to run on Sunday. Lots of people work. Can't get bus unless you go to Durham
405	fairly satisfied	Bus overcrowded.
406	neither satisfied nor dissatisfied	For the X9 service route to include Sandringham or Balmoral Drive .  The nearest bus stop has no bus shelter , is dark and you have to negotiate horse poo to use it.
407	fairly satisfied	Arrive on time please
408	very dissatisfied	have drivers be more punctual with timeframes waiting on bus. Driver was clearly taking their time when approaching the stop
409	fairly satisfied	For every bus company to lower the bus for every person getting on/off buses.
410	very satisfied	Everything is ok.
411	neither satisfied nor dissatisfied	Buses arriving on time
412	fairly satisfied	Air conditioning.
413	very dissatisfied	After waiting for over 35 mins asked the driver why the 16:45 bus hadn't turned up(as it was bow17:20) and another bus was due at 17:15 he checked his timetable and said he was the 16:45 bus
414	neither satisfied nor dissatisfied	This journey was ok, which is rather unusual! Normal journeys are over crowded and uncomfortable due to poor service on route. Also I find sometimes drivers are too much in a rush and can feel unsafe with how they're driving.
415	fairly satisfied	Nothing its good
416	fairly dissatisfied	Buses need to be on time. Bus stops need renewing, they are too far uphill on Canterbury Road.
417	fairly satisfied	The bus being driven more smoothly and more time given for me to sit down when I boarded the bus.
418	fairly dissatisfied	The punctuality of the bus
419	very dissatisfied	The 77 has frequently missed 2 stops prior to the terminal, often without warning. When asked about this the answer is 'due to traffic'. Last night there was no traffic yet the stops were still missed.
420	very dissatisfied	A better service. Its very bad service people have to get to work. I don't think the bus company cure if your late. Also there is never any buses home from Bluewater at night after 9pm.
421	very satisfied	Bus shelter
422	fairly satisfied	When its dark outside and there's condensation on the windows it's difficult to see your stop anyway. This is not helped by dirt on windows
423	fairly dissatisfied	the driver was very rude because there was a passenger that he knew on board and they were talking to each other and they were using bad language.
424	very satisfied	Very good.
425	fairly dissatisfied	Fewer stops, smoother journey
426	very dissatisfied	More leg room.  Better punctuality.  Reasonable fare.  Easy to use app. Reliable app.  Comfortable seats.  Clean surroundings.  Clean windows Regulated temperature.  Friendly driver.  Swift Journey.
427	very dissatisfied	This service is never on time.  It has made me late countless times.  I have waited over forty minutes for the bus.
428	neither satisfied nor dissatisfied	This particular journey was fine, however,  I had originally set off for the E2, which was five minutes late and drove straight past me!
429	very satisfied	n/a , very happy
430	neither satisfied nor dissatisfied	Dedicated bus lane through city centre and parking bans on the side streets of the route
431	neither satisfied nor dissatisfied	Drivers attitude.
432	very satisfied	No improvements needed.
433	fairly satisfied	Bus not being so late
434	neither satisfied nor dissatisfied	We had a noisy family that are very disruptive everyday and the drivers never do anything about them. The kids run around the bus too.
435	fairly satisfied	Park nearer kerb and lower platform when getting on and off bus
436	very satisfied	Spray the bus for nice smells.  The driver was okay, very friendly.
437	neither satisfied nor dissatisfied	Lateness of bus - was delayed by more than 10 minutes - seems common for the 63
438	neither satisfied nor dissatisfied	We need a bus to go from Seven Dials to Churchill Square and back over the Dyke Road.   Homelees House is for the elderly and they need the service.
439	fairly satisfied	Wifi to work, cleaned before journey, USB ports
440	very satisfied	None, it is a good service.
441	fairly satisfied	Overcrowding on bus at 16:30-17:45.  Drivers just ram everybody that are at the stop , customers treated like cattle.  If the bus service runs every ten minutes surely driver can say bus full appropriately and tell passengers next bus coming in next few minutes.
442	very satisfied	I got home safely.  Can't get any better
443	fairly satisfied	The buses are always late (sometimes 15/20 minutes)
444	neither satisfied nor dissatisfied	The bus wasn't the normal purple line 87 bus, it was a yellow line single bus which are smaller
445	fairly satisfied	460/480 routes. Most days are late or suspended.
446	very satisfied	Nothing. Brilliant service, lovely drivers,, clean well maintained buses. Johnsons, Diamond buses not quite so good
447	neither satisfied nor dissatisfied	Temperature to cold buses always late / miss!
448	fairly satisfied	You are asking about one particular Journey. Generally the service is only average as buses are missed out regular and rarely on time.
449	very dissatisfied	Bus actually arriving and departing according to timetable   There was at least two buses missing according to friend who had arrived in time for 16:45 bus which did not turn up likewise the 17:00 bus failed for the third time this week to turn up    Buses departing to timetable would be great
450	fairly dissatisfied	The bus broke down. Had to change to a 42
451	very satisfied	Good journey
452	neither satisfied nor dissatisfied	Being on time, wishing bus driver would react with passengers.  Being friendly, heating on buses as it's very cold in the morning
453	fairly satisfied	Smoother driving seemed to brake late for everything Junctions, traffic light etc 5 mins satisfied though.
454	fairly satisfied	To make time shorter & when ever I need to get bus driver get changing & you have to Waite in queue to other driver get himself ready after while you outside & after that you go in it take ages really .
455	fairly satisfied	More frequent buses would possibly stop people using cars
456	neither satisfied nor dissatisfied	By using buses that are in good working order and in good condition (i.e. not breaking down or setting in flames because of bad repair or maintenance).
457	neither satisfied nor dissatisfied	Cleanliness of bus.
458	fairly dissatisfied	Diamond Bus Company are the most unreliable company.  They are often late or don't turn up at all.  A lot of the drivers are very poor and don't control the bus well.
459	very dissatisfied	I wait for the Yo-Yo every Saturday night at 19.47 but sometimes the  bus driver does come up to train station, misses it out .  Very disappointed sometimes.
460	neither satisfied nor dissatisfied	Punctuality and keeping to the timetable.
461	neither satisfied nor dissatisfied	Driver's greeting. The bus route takes unnecessary detours which neither let off or on customers but serve to delay arrival time at the bus station. The roads they travel down are not fit for buses and often the bus nudges curbs and lurches across the road.
462	fairly satisfied	A newer bus.
463	neither satisfied nor dissatisfied	Bus arriving on time rather than three arriving all at once
464	fairly dissatisfied	Length of time - consistently double or triple the length the journey should be. Also, improve signs and warnings about constant changes to stops.
465	very satisfied	This must be the most efficient service in the North East.  It's always a pleasure to board this bus and the speedy journey is terrific .  If only my local buses were even half as comfortable or reliable.
466	fairly satisfied	Bus timetables.  The 10 is the main bus service from Newcastle to Hexham and has no timetables at all.  Not everyone is able to access online especially the elderly.  None at bus stop, on bus or bus station.
467	fairly satisfied	Nothing only negative was it was packed but at that time that's expected.
468	fairly satisfied	I would appreciate electronic boards at both the bus stop and on the bus itself.
469	fairly satisfied	I wish there was a shorter route from train station to Keele University
470	neither satisfied nor dissatisfied	Not this driver. But some are reckless do not lower the bus at the stop and stop away from the kerb, so that trollies need to be lifted up also to be taken off the bus/not ideal when shopping is heavy. Some are also too tired(?)to push the button to lower the bus.
471	fairly satisfied	The bus was missed out meaning a longer wait, more passengers=longer getting on and off , less space etc. 28th September , two buses missed out meant we waited one and a half hours.  Shocking.
472	very satisfied	Everything satisfactory.
473	fairly satisfied	Not enough buses on this major route at peak times. Seems fine if you live in fishponds..plenty of 48 &49. Always a problem on the kingswood route though.  Can't get a seat from old market past 5.00 pm. Buses are too hot and stuffy.
474	very satisfied	I was very pleased with the service as a whole
475	very dissatisfied	Not this driver but another ranted at me for hailing him on Lindale Road worsley said it was not hail and ride but it was horrbile man showed me up and upset me in front of all passengers.
476	fairly satisfied	There are only two regular ticket machines at Water Eaton Park and Ride.  There was a long queue and no-one using family ticket only machines.  Not helpful.
477	very satisfied	I found drivers on this route always cheerful friendly could find no fault.
478	fairly satisfied	Bus company have alternated bus times and routes not very convenient  they send a small bus when there are lots of passenger and double decker when not many.
479	fairly dissatisfied	For the buses to turn upon time and in the morning when everyone is going to school not to put the little buses on that we can't get on.
480	fairly satisfied	Real-time information.  Cheaper fares.  More frequent services at evenings /weekends.
481	fairly satisfied	Needs to come more often.
482	very dissatisfied	First buses are incompetent - everything about them is rubbish and prices just go up and up.
483	fairly satisfied	The cleanliness of the bus , rather have a double decker than single tier bus due to it being cramped.
484	neither satisfied nor dissatisfied	More space.
485	fairly satisfied	Could give you time to sit down especially when you have shopping.
486	fairly satisfied	Announcements of the next stop.
487	fairly satisfied	Journey could be vastly improved if more services were introduced to the Sunday service instead of just one bus every hour
488	fairly dissatisfied	Packed with school kids!
489	very satisfied	With this bus service I find the drivers most helpful compared to other companies.
490	fairly satisfied	Newer buses as we have a lot of ageing buses, the seats are not comfortable, some buses rattle and others break down .  We are the last area (Wansbeck) who get new buses.  We deserve better.
491	fairly satisfied	Initial bus stop ,no bus shelter or timetable. Once at the bus station, it was  a good experience, plenty of info, well organised good seating
492	fairly satisfied	More flexibility of choice no good for hospital appointments every 2 hours Dursley to Gloucester is not a good service
493	fairly satisfied	An up to date timetable at Morpeth bus station information screens to be in use.
494	neither satisfied nor dissatisfied	About time they bought some new buses!
495	fairly satisfied	The online timetable I looked at before leaving and the times displayed at the bus stop did not match up. I was on my way to a meeting and so arrived slightly late because this information did not match up.
496	neither satisfied nor dissatisfied	For the bus to come on time and not follow three others that left five minutes before this one.
497	fairly satisfied	Drivers need to speak better English and not smell of garlic, even sitting at the back of the bus you can smell garlic.
498	fairly satisfied	Main problem is the litter at the bus stop. Horrendous. This particular journey was very smooth.
499	fairly satisfied	Free WIFI, charging cables and leather seats.
500	neither satisfied nor dissatisfied	The cleanliness of the inside of the bus, very dirty. Very jerky ride as the driver drove very fast.
501	neither satisfied nor dissatisfied	The National Express app doesn't give the correct arrival times of the bus
502	neither satisfied nor dissatisfied	This was a slower than average journey with particularly slow driving.
503	very satisfied	It wasn't a normal journey , the driver was nicer, he is usually one of the nicer ones - some are downright rude.
504	neither satisfied nor dissatisfied	Employ less grumpy drivers. Start pensioner pass earlier so don't have to pay to go to hospital appointment, hourly buses usually empty.
505	very satisfied	Today's journey went really well. I haven't had a bad experience on this bus journey to date.
506	neither satisfied nor dissatisfied	It would be good if the buses were more frequent, it would also be good if season passes could be used on both Oxford bus company and Stagecoach buses.
507	fairly satisfied	This bus regularly runs late and there is no display board for arrival times.
508	fairly satisfied	Double deckers needed at peak times always Bournemouth very busy!!
509	neither satisfied nor dissatisfied	Time table, bus arrive in time, and double decker bus on busy times
510	very satisfied	Only that is was not on time
511	fairly satisfied	If it was on time,5 minutes late. Driver didn't apologise
512	fairly satisfied	Space between seating, quite tight, possibly audio announcements.
513	fairly satisfied	It would have helped enormously if the bus had arrived on time.
514	fairly satisfied	75% of drivers are very good. Others don't give you time to find a seat
515	neither satisfied nor dissatisfied	I think its better if there's a display showing our next stop and I think its better to have a 'transport' card that is affordable and tap your card in the bus instead of waiting in the queue for receipts that may cause delays.
516	fairly satisfied	There are few bus stops on our journey.  The drivers are generally very accommodating but need top be told where to stop.  This means leaving your seat to press the button and indicate your stop.
517	very dissatisfied	Stop drivers jerking the breaks. Stop missing buses never know if its coming, stop going out of service
518	fairly satisfied	Not hitting all of the potholes
519	neither satisfied nor dissatisfied	Time keeping of the bus the cleanliness of the bus (lack of it was smelly and filthy).a well maintained bus.
520	fairly satisfied	The bus arriving on time.
521	fairly satisfied	The exact time bus meant to arrive stated on time table. The noise, rudeness of youngsters towards (illegible) young kids/elderly. The app ticket system causes problems with time on each stop. People push to front of the one to exit. Signs on bus, regular swearing, (illegible) noise.
522	fairly satisfied	Better leg room, my knees were pressed into the back of the other seat
523	fairly satisfied	You need more buses in the morning because Birmingham is getting busy these days.
524	very satisfied	Very satisfied, necessary service into Winchester, otherwise would have driven.
525	fairly satisfied	Bigger seats for larger people.
526	fairly satisfied	This is one of the shortest times I have had to wait for a bus. Going home (Lichfield - Stafford) buses are frequently twenty to forty minutes late and many haven't turned up at all.
527	very satisfied	Cheaper fares in general
528	fairly satisfied	More timetable information.
529	fairly dissatisfied	More buses going from Treliske to Newquay.
530	very dissatisfied	35 bus to and from work are never on time. The electronic timetable at the bus stop is a waste of time. No numbers to complain. If two buses turn up at the same time then you have to wait forty-five for the next bus. I can only catch the 35
531	very satisfied	Everything fine, excellent.
532	neither satisfied nor dissatisfied	Time keeping in Bristol at the moment very poor.
533	fairly satisfied	Cut out the swearing and talk less loudly. It's not necessary.
534	fairly satisfied	Seats are very dirty and wifi could be available
535	fairly satisfied	Nothing, do exactly how expected.
536	very dissatisfied	Seats require loads of packing. It was like sitting on a bone shaker. It indicated to me also the suspension on the bus  non existent.
537	neither satisfied nor dissatisfied	A chance to get off the bus before other people get on. Sometimes the driver doesn't listen for the button and I have ended up walking past the stop I should have been at. Also sometimes on my journey I found drivers ignore me. In some cases I finish work, run to the stop, the bus is early so doesn't wait and pulls away
538	neither satisfied nor dissatisfied	Go back to the old route and timings - journey round the estate in Chellaston wastes time on a long journey. Also had to wait at several stops for timetabled departure time so too much time allowed. Journey 7S was ten to fifteen minutes longer than it was on.
539	fairly satisfied	Time for leather seats. Bus to pull up closer to kerb. I saw someone handicapped fall getting off the bus, driver never helped.
540	very satisfied	Nothing to improve
541	fairly satisfied	Bus not getting late.
542	fairly dissatisfied	The bus was extremely late with no explanation. I have caught this bus for over a year and it has never arrived on time.
543	neither satisfied nor dissatisfied	Nothing really
544	fairly dissatisfied	Being on time  Driver attitude
545	very satisfied	Arriva is a good bus service and the drivers are great.
546	fairly dissatisfied	Most drivers are polite but there are a few who are dead ignorant, should not be in the job if they aren't people person. Manners cost nothing.
547	very satisfied	The bus driver waiting for everyone to sit down.
548	fairly satisfied	Could it be possible that if a bus breaks down, could it be displayed on the timetable display board or if the other bus route knows the bus has broke down to let the green route know that's waiting  at the stops.
549	fairly satisfied	More space for people with walking aids and push chairs
550	fairly satisfied	The bus was packed as there were a great many school children. I felt that perhaps there should be an extra bus to accommodate them, (I usually avoid travelling at that time)
551	fairly dissatisfied	More frequent bus service. We have been reduced to one bus per hour. Not acceptable
552	fairly satisfied	I find it difficult getting on buses with a pram.  Prams are not so easy to fold now, more so when I am travelling alone. It would have been a great help if the driver would have asked the able people to move from the pram way.
553	fairly satisfied	Electronic timetable had vanished from bus top. No bell in arms length of me seat, had to get up in moving bus to push bell.
554	fairly satisfied	Sometimes the heater is on which makes journey uncomfortable.
555	fairly satisfied	The route can later on take a long time due to traffic, but this can't be helped. Also very busy around 5 - maybe often more frequent buses then.
556	fairly satisfied	Newer buses. Buses service the Chandag Estate would be very helpful.
557	fairly satisfied	The cleanliness on the buses is a cause for concern as I travel daily and sometimes the cloth seats are dirty and inside windows and floors don't look to be cleaned regularly.
558	fairly satisfied	Always late. rude drivers. no information
559	fairly satisfied	they never give you enough time to get seated
560	very satisfied	Nothing everyone was great
561	fairly satisfied	Drivers without issues!
562	neither satisfied nor dissatisfied	Electronic updates on the bus stop for exact/actual arrival departures etc.
563	fairly satisfied	During the journey a car crashed into the side of the bus - not the bus drivers fault. Because of this I got off that bus and walked the rest of the journey.
564	fairly satisfied	A smile from the driver.
565	neither satisfied nor dissatisfied	The timetables are utterly unreliable - I get this bus (or another on the route) everyday - they are never when they say they will be. Also, no student fares - which there should be.
566	fairly satisfied	To be nearer to the kerb and lower the ramp for elderly with walking aids, etc. And to stop other travellers being bothered by loud abusive yobs. Safe drivers are lovely and very polite but not all of them
567	very dissatisfied	The main problem is always that buses just don't turn up.  Despite fancy display boards!!!  I have waited sometimes forty minutes for a bus which should come every ten (Then had to get a taxi)
568	fairly dissatisfied	Make it bloody faster!
569	fairly satisfied	Drivers to be more friendly and chatty
570	very satisfied	Cannot think of anything to improve on my journey
571	fairly satisfied	Cheaper fares private bus for school children they always are very noisy and take all seats.
572	fairly satisfied	The bus arrived twenty five minutes late that could be improved upon.
573	neither satisfied nor dissatisfied	The attitude of most of the drivers - totally unprofessional. It's the concessionary card that causes it.
574	fairly dissatisfied	Wi-Fi that actually worked more comfortable seats.  Bus driver wait for you to sit down before driving off.  USB chargers.
575	fairly satisfied	Don't push people on a bus if there is no room (general point).
576	fairly satisfied	Lots of litter on the bus upstairs and unpleasant smell - journey would have been better without this.
577	very satisfied	Nothing really it's weekend so traffic was less and overall smoother journey
578	fairly satisfied	The bus was about 5 minutes late. This tends to happen around term time likely due to parents getting their kids on the bus. If this can be improved, that would be good.
579	very dissatisfied	A much much cleaner environment with friendly drivers and smoother bus journey for better comfort. Ticket prices are not worth the journey you are given.
580	fairly satisfied	More seat room I am tall and disabled and there is not enough leg room. Not enough space for me to stand up
581	fairly satisfied	Two bus routes (48and 158) always seem to travel as a convoy. Would be better if they travel with at least 10 minutes in between them.
582	fairly satisfied	I rarely experience rude bus drivers but unfortunately today was an exception, ran to catch the bus (I am 82 years of age) and hadn't got my bus pass out. He started the bus whilst I was still searching for it . He twice ignored me when I asked if the pass had registered and then I stumbled to a seat. From then on I had no complaints about the journey.
583	fairly satisfied	Bus is always too hot
584	fairly satisfied	When there are road works , please could you dispatch more buses.  As I now get quicker to Uni by foot then wait and use this bus.  Thank you.
585	fairly satisfied	A more modern bus not the old ones which seem to be on this route more frequently than in the past 6 months.
586	fairly satisfied	The kids being a little quieter but that can't really be controlled.
587	fairly satisfied	More modern bus that did not jolt.
588	neither satisfied nor dissatisfied	Routes and times.
589	fairly satisfied	Cover more routes.
590	neither satisfied nor dissatisfied	The Tracking system on the operators app needs to be looked into as it does not track the bus in Real Time.  As soon as the scheduled departure time has arrived it disappears as if the bus has turned up and 9/10 it has not arrived.
591	neither satisfied nor dissatisfied	Driver asking rowdies to turn it down and for the music to turn it off or turn headphones down. Also try to stop the bad language.
592	fairly satisfied	Bus stopping near the kerb. So difficult letting a trolley out of the bus when a long way from the kerb.
593	neither satisfied nor dissatisfied	I travel daily, some days bus come and I can't get on as I am in a wheelchair and driver won't ask them to move
594	fairly satisfied	On other journeys bus drivers do not wait for one  to sit down.  Especially when going on to second deck.
595	very satisfied	People who put buggies in area allocated then take children out and sit elsewhere not leaving room for parents to board with buggies at other stops.
596	fairly satisfied	The seats could be a bit wider.  USB charger points.
597	fairly satisfied	I just find the buses very badly sprung and they are very shaky.
598	fairly satisfied	The temperature was too low
599	fairly dissatisfied	Bus arrive on time.  These buses are frequently late, sometimes by thirty or forty minutes.  Our village service is unreliable.
600	fairly dissatisfied	Bus needs to be on time and should be double deckers, it's peak time in the City Centre and they are always too full of passengers with the single buses.
601	neither satisfied nor dissatisfied	More room for passengers. More space for people to put prams, comfier seats
602	very dissatisfied	Buses need to turn up on time. not having passengers waiting sometimes half and hour to get on a bus
603	fairly satisfied	Not for this journey in particular, but First Buses on Sunday from my area are awful. Times have changed and people travel very early to connect to trains. Please look into this.
604	very satisfied	I couldn't think of anything really?
605	fairly satisfied	My stress getting to my place on time
606	fairly satisfied	Buses should be more cleaner inside and be more on time more as stated on timetable
607	very dissatisfied	Bus arriving at the correct time! Not arriving 20 minutes late, the 2 arrived at the same time . Being 20 minutes late meant bus was overcrowded, hot and no room to move. Stopped at every stop and took ages for anyone to get off.
608	neither satisfied nor dissatisfied	If Birmingham council introduce clean air zone in 2020,they will have to improve this service buses for a start will not pass emissions regulation perhaps people planning services should think of integrated train and bus services but I think not.
609	very dissatisfied	Driver stops putting on his brake.
610	fairly dissatisfied	The bus turns up on time   The bus driver doesn't stop at every single stop even if they don't have to
611	fairly satisfied	Heating on very cold day.
612	very satisfied	Everything was good
613	very satisfied	No improvement required.
614	fairly dissatisfied	Shorter time for bus journeys takes too long, people get angry and agitated.
615	fairly satisfied	Ask drivers to be a bit more social to customers.
616	fairly satisfied	Timetable on Sunday evenings, more frequent buses
617	fairly satisfied	Sometimes you wait a long time for a bus, they could be fairly on time.
618	very dissatisfied	It could have gone further into town centre.  It only goes halfway into town.  Leaving everybody with a long walk to bank and shops.
619	neither satisfied nor dissatisfied	Bus information at bus stops, electronic displays needed.
620	fairly satisfied	Driver to allow passengers time to be seated. Driver to communicate with passengers - greeting. Driver to be able to provide timetables for the whole service.
621	fairly dissatisfied	The bus would have been on time instead of twenty minutes late.
622	fairly satisfied	Slowing down more, approaching bus stop when getting off.  When going too fast, you get thrown about when hands full of shopping and you can't hold on .  Also would like bus shelter back which was.
623	fairly satisfied	It took a long time for the bus to show up based on the time of the day said due in 16 min on arrival at bus stop took at least 20 min before arriving.
624	very satisfied	Larger seats.  Smoother driving, braking.
625	fairly satisfied	More Wi-Fi time allowed.
626	fairly dissatisfied	Frequency of buses supposed to be every ten to fifteen minutes.  Two cancelled, yet other routes , three buses came in the same period.
627	neither satisfied nor dissatisfied	1. The hourly bus service running on time instead of regularly running well behind schedule - this missing connections and . 2. A double decker bus instead of a single decker particularly on market days. 3. A shorter journey from start to finish
628	fairly dissatisfied	Mainly the fact that buses don't stop at the stops where there are many school children waiting, the buses are empty but still don't stop. We pay for our bus pass too. Please sort this out, especially on the 11C bus service
629	fairly satisfied	People who suffer from vertigo due to movement speed should be allowed to sit down first. People who suffer due to height (seating) should be given seats in the front.
630	fairly satisfied	To have a double decker bus instead of a single one because only have 2 buses an hour makes the journey very busy and crowded as this is a popular route. (could do with 3 buses an hour on this route) (Romsey-Sutton &Sutton-Romsey)
631	fairly satisfied	Making it quicker and less stops.
632	fairly satisfied	Stop people of talking on phone loudly.  They not care about annoying others from getting on till get off  specialy foreigner .  Lady on board who gave this form saw a lady talk stupidly loud, laughing two languages.
633	fairly satisfied	Bus is quite old, could be updated
634	neither satisfied nor dissatisfied	Smoother ride. Less hardness of brakes. (Smile)?
635	very dissatisfied	The bus could arrive on time, instead of having 3 buses arrive at once, which is neither practical nor efficient. It means i am often left waiting up to an hour for a bus to arrive, when they are supposedly running every 11 minutes.  The bus changeovers could also  be sped up instead of them taking an unnecessary length of time. It only causes further delays. The amount of times buses have simply not arrived and i have been forced to wait for the next one is simply ridiculous. The fact that i have to pay ??400 for a bus pass is abominable considering the lack of consistency and reliability. I often find it quicker for me to walk then deal with the hassle of getting the bus. In conclusion there is a need for a major reworking of the system.
636	fairly satisfied	If all the drivers drove without breaking too hard, cornering at reasonable speed it would make for more comfortable drive.
637	neither satisfied nor dissatisfied	In general First Bus Essex are appalling,  their buses are rarely on time, they're dirty inside and out, you can barely see out of windows and they are strewn with food and rubbish.  Most of the drivers aren't polite, some don't even say 'hello' or 'thank you'
638	fairly dissatisfied	The lateness of the bus which only runs hourly.
639	very satisfied	The number 5 Bus is an excellent service. I board at Terminus Tile Hill village considering the distance of the route compared to the 18 or 18A. The only problem is I can't use it on Sundays.
