"11046	fairly dissatisfied	The waiting time at certain bus stops needs to be reduced .  This isn't the first or only occasion where this has happened.",,,,,
"11047	fairly satisfied	Less congestion from traffic particularly cars.  Issue of passengers paying by phone", this did impact whole of journey.,,,,
"11036	very satisfied	The buses used to run every half hour. That was perfect.",,,,,
"11037	very satisfied	Nothing", the driver was very kind .  I'm disabled and he waited for me to catch up to the bus stop.,,,,
"11027	very satisfied	No improvement needed.",,,,,
"11030	fairly satisfied	Bigger seats for larger people.",,,,,
"11031	very satisfied	No complaints.",,,,,
"11033	fairly dissatisfied	Packed with school kids!",,,,,
"11017	very satisfied	Satisfied with my journey.",,,,,
"11018	fairly satisfied	Smoother ride - better springing.  Punctuality.",,,,,
"11020	very satisfied	Good journey.",,,,,
"11022	neither satisfied nor dissatisfied	Get to where I want to go quicker so I am not late.",,,,,
"11011	fairly satisfied	Information available at bus stop about the time the next bus would arrive",,,,,
"11012	neither satisfied nor dissatisfied	If the only seat left wasn't going to be next to an aggressive", arrogant man who made me feel very uncomfortable and squashing me and knocking me throughout the journey.,,,,
"11016	fairly satisfied	Bus stop too far out in town", when you have heavy shopping - they have moved it too far down.,,,,
"11003	fairly satisfied	A proper seat rather than the less comfortable ones right at the back of the bus..  Information as to whether I can pay by direct debit now.  When I enquired a few weeks ago the driver said it wasn't working yet.  Not seen any information on the bus promoting this yet.",,,,,
"11005	fairly satisfied	WIFI is available however never tends to work.",,,,,
"11006	neither satisfied nor dissatisfied	Please change the orange sofa", it is dangerous and waste of seating space.,,,,
"10999	neither satisfied nor dissatisfied	I travel daily", some days bus come and I can't get on as I am in a wheelchair and driver won't ask them to move,,,,
"10994	very satisfied	Fantastic service from East Hull to Smith and Nephew",,,,,
"10979	very satisfied	As long as I manage to get my next bus on time I am very happy.",,,,,
"10981	fairly satisfied	I just find the buses very badly sprung and they are very shaky.",,,,,
"10982	fairly satisfied	Bigger bus in the morning as plenty of people get on around 8 o'clock.",,,,,
"10987	neither satisfied nor dissatisfied	Knowing I could get a return but the buses finish ridiculously early!",,,,,
"10991	fairly dissatisfied	Not cancelling the previous bus without warning",,,,,
"10975	neither satisfied nor dissatisfied	The bus is often late with little indication of when it will show up. Fortunately on this journey the live tracking information on the First Bus App was available", but this is often not the case. Also, a larger bus would be beneficial considering the number of passengers is takes, on this journey specifically there were only a few seats left and not many were accessible for the elderly/disabled.,,
"10965	fairly satisfied	More up to date information",,,,,
"10968	fairly satisfied	The bus was old and in not such a  good condition.",,,,,
"10972	neither satisfied nor dissatisfied	30 minutes is far too long between buses we are a Town Centre service and need a bus every 15-20 minutes when they miss a bus we have 1 hour wait", in mornings the often is full and leaves passengers behind this is unacceptable.,,,,
"10959	fairly satisfied	Was going to meet friends for dinner", so very low stress experience  in general and not totally bothered about journey time.,,,,
"10960	fairly satisfied	Passenger not talking on mobile continually for twenty minutes.",,,,,
"10962	fairly satisfied	I use the 28 route to and from work most days. The journey is sometimes delayed making me late due to the amount of students travelling to Falmer. Can they be restricted at peak times?",,,,,
"10951	fairly satisfied	Making sure that the bus will turn up on time.",,,,,
"10953	neither satisfied nor dissatisfied	This particular journey was fine", however,  I had originally set off for the E2, which was five minutes late and drove straight past me!,,
"10954	fairly dissatisfied	Bus N4 need to be improved. The timetable should be changed. The bus should run every 10 minutes between 2.30pm and 5.00pm",,,,,
"10956	fairly satisfied	Can something be done about ventilation ? Many people catch cold on the bus due to foul air.  Get on a bus in winter -the walls are soaked and ceiling drips (only 21% of air is oxygen -79% nitrogen)",,,,,
"10957	very satisfied	Only concern is how close the bus stop is to a busy main road - doesn't feel safe when large vehicles come past.",,,,,
"10941	fairly satisfied	The seats are hard and not very wide.",,,,,
"10942	neither satisfied nor dissatisfied	More stop buttons", driver being more careful seat not being kicked it being clean there being an electronic display of stops usb charging announcements fares and timetables ticket types advertised,,,,
"10943	very dissatisfied	Internet do not work most of times",,,,,
"10944	very satisfied	No improvements necessary.",,,,,
"10934	fairly satisfied	this journey was great but usually the bus drivers are not friendly and do not really speak to customers",,,,,
"10936	very dissatisfied	We are living in very dirty country so it is not bus company's fault ", it is passengers are very stupid, leaving rubbish,  buses are not clean, smells.,
"10923	neither satisfied nor dissatisfied	It would be good if the buses were more frequent", it would also be good if season passes could be used on both Oxford bus company and Stagecoach buses.,,,,
"10925	fairly satisfied	Time to sit down as being pregnant while the bus moved makes me jolt.",,,,,
"10926	fairly satisfied	Buses being on time.  More regular.  Shorter wait at Vanguard Park and Ride stop",,,,,
"10929	fairly dissatisfied	At present there is no contact between Henhead Road and Gloucester Road.  This route is far too long.",,,,,
"10914	fairly satisfied	Bus parking properly at bus stops",,,,,
"10917	neither satisfied nor dissatisfied	Better signage and timetable in Colchester High Street. First bus had recently revised bus stop and failed to inform the public",,,,,
"10918	fairly satisfied	Bus I was meant to get on didn't turn up which made this bus busy.",,,,,
"10920	fairly satisfied	Access to a free public toilet for women", children and men at Kendall bus station. On the bus station level - where the bus waits 10 minutes at most to change drivers and for the advertised WIFI to actually work,,,,
"10922	fairly satisfied	Maybe smells as I could smell sick.",,,,,
"10898	fairly dissatisfied	Bus was either late  or taken off service as bus I expected to get never turned up. Apart from that no complaints",,,,,
"10899	neither satisfied nor dissatisfied	The new buses are noisy and give a very uncomfortable ride.  They are very shaky and when brakes applied the bus jerks.",,,,,
"10907	fairly satisfied	Regular frequent service. Sometimes have to wait twenty to thirty minutes for a bus.",,,,,
"10892	neither satisfied nor dissatisfied	Leather seats are not an improvement", you slide about to hold yourself tight. High level seats are not comfortable for those with non-long legs especially on a long journey. More space to cater for shopping bags,,,,
"10887	neither satisfied nor dissatisfied	Get drivers to acknowledge the passengers.",,,,,
"10890	very satisfied	Fairy satisfied.",,,,,
"10886	very dissatisfied	I live in Hampshire and planned my journey online.  I needed to spend the day at St Catherine's College for work.  It was very hard to find the right information about the route.  I wanted to know which sop would be closest to the College", which was the best route to take, which park and ride to use.  the information was almost impossible to get, After spending over an hour on line I ended up turning up on the day and asking other passengers.  Nowhere on line or at the park and ride where term detailed street maps relating to bus routes - a very basic error on the bus companies part.  I spoke to another lady who had exactly the same experience.  Really poor. Look at you information on line and see that anyone who does not Oxford cannot plan a visit via your web site.,,
"10881	fairly satisfied	Attitude of some drivers (not all ) to old people.",,,,,
"10872	very satisfied	Everything was fine.",,,,,
"10864	fairly satisfied	announcements of the names of the bus stops",,,,,
"10866	fairly satisfied	Fewer stops.",,,,,
"10871	fairly satisfied	Bigger space to accommodate strollers/disabled people.",,,,,
"10854	neither satisfied nor dissatisfied	If Birmingham council introduce clean air zone in 2020",they will have to improve this service buses for a start will not pass emissions regulation perhaps people planning services should think of integrated train and bus services but I think not.,,,,
"10858	fairly satisfied	That the bus went a few stops further. It is not the bus I usually take because that has been taken off",,,,,
"10851	fairly dissatisfied	The Diamond buses never arrive on time! Because of this I miss my train to work most days. It is horrible waiting around especially with no bus shelter.",,,,,
"10835	fairly satisfied	Perhaps having seatbelts on the end seats would have been useful to prevent staggering and uncontrollable movement from unexpected jolting.  And perhaps a screen indicating the next stop that works so I would have no worry on missing my stop due to fogged up windows.",,,,,
"10817	fairly satisfied	Bus is always too hot",,,,,
"10814	fairly satisfied	Buses should be more cleaner inside and be more on time more as stated on timetable",,,,,
"10815	fairly dissatisfied	The bus to actually turn up on time", when trying to get off with my daughter the driver not to shut the doors and try to drive off.,,,,
"10810	neither satisfied nor dissatisfied	Cleaner bus", passengers asked to get off if smelling of dope, (gives me a headache).,,,
"10790	fairly satisfied	A little more heating.",,,,,
"10795	very satisfied	Nothing - its perfect.",,,,,
"10781	fairly satisfied	Bus smelt of urine.  Not very nice.",,,,,
"10787	neither satisfied nor dissatisfied	Driver asking rowdies to turn it down and for the music to turn it off or turn headphones down. Also try to stop the bad language.",,,,,
"10778	fairly satisfied	Could give you time to sit down especially when you have shopping.",,,,,
"10774	fairly satisfied	Bus not turning up",,,,,
"10775	neither satisfied nor dissatisfied	Designated space for wheelchairs on one side and designated space for prams on other side. Wheelchairs get hurt when you put with prams.",,,,,
"10759	neither satisfied nor dissatisfied	Another bus driver . This one is the most miserable and unhelpful bus driver that I have ever encountered. Recently", he event told passenger that he did not speak English just because they asked a simple question.,,,,
"10761	very satisfied	Very good.",,,,,
"10763	fairly dissatisfied	A bit more speedy.",,,,,
"10772	fairly dissatisfied	Driver to not pull off while walking to seats. Route takes too long.",,,,,
"10756	very satisfied	I like the N5 as you can go to lots of places on it", so I am happy with this service,,,,
"10758	fairly satisfied	Cleaner bus", comfort of the seats. I was very satisfied with the poppy on the electronic sign on the outside of the bus.,,,,
"10750	fairly satisfied	Boarding and ticket purchase time can sometimes take too long. Weekly/monthly passes on card (Oyster card style) can be encouraged more.",,,,,
"10752	fairly satisfied	More buses from Burton Joyce so I don't have to be really early or late for work",,,,,
"10753	very dissatisfied	A better service. Its very bad service people have to get to work. I don't think the bus company cure if your late. Also there is never any buses home from Bluewater at night after 9pm.",,,,,
"10743	very dissatisfied	The bus was very late it was required that I fold my pushchair . I asked for driver to help put my pushchair in luggage area as I was holding my 9 month old he refused and said he is not allowed.",,,,,
"10745	very dissatisfied	The driver did not talk to anyone and didn't lower the step down making the step high and hard to get on.",,,,,
"10747	neither satisfied nor dissatisfied	Just that it goes all round Wythenshawe Estate.  It doesn't need to.",,,,,
"10739	very satisfied	Nothing", everything was fine.,,,,
"10732	very satisfied	Nothing ", all is very good.,,,,
"10724	fairly dissatisfied	Could you drive carefully and gently please???",,,,,
"10725	neither satisfied nor dissatisfied	Bus less crowded", too many people standing at front of bus,,,,
"10731	very satisfied	The driver was very courteous. I have a disability in both legs. Not every driver lowers the bus but these days there seem a little better trained.",,,,,
"10713	fairly satisfied	66 bus is every hour. This is not enough. Mainly elderly people use this bus. No shelters along the route in cold wet weather not enough seats. And not reliable on turning up on time or at all very bad service and none on a Sunday. Disgusting service.",,,,,
"10716	fairly satisfied	It was a very bumpy jerky ride!",,,,,
"10708	fairly satisfied	Bus a bit warmer perhaps.",,,,,
"10709	fairly satisfied	There are too many bus stops on route down Saffron Lane.",,,,,
"10711	fairly satisfied	Because the driver was speeding", it felt uncomfortable and dangerous from time to time.,,,,
"10701	fairly satisfied	The bus coming on time",,,,,
"10703	fairly satisfied	Arriving on time.  Having a ticket machine that worked.",,,,,
"10707	fairly satisfied	Driver could have been more pleasant.",,,,,
"10684	fairly satisfied	If bus had arrived on time.",,,,,
"10687	fairly satisfied	Too many stops on the route. You no sooner leave one stop than you are at the next. It means the bus is constantly stopping and starting. Plus the lengthy stops outside McVities. Plus in a morning the number of students getting on at Stockport precinct makes it hard to then get off at my stop.",,,,,
"10691	fairly dissatisfied	Driver needs to give people longer to sit down especially travelling from college with folders / rucksacks it's hard to sit down quickly",,,,,
"10693	neither satisfied nor dissatisfied	Unfortunately the bus was late which caused me to miss another service That I needed to continue my journey resulting in a long wait for 2nd bus",,,,,
"10694	fairly satisfied	A bit more room between seats for shopping trolley.",,,,,
"10698	neither satisfied nor dissatisfied	Bus arriving on time and bus driver apologising for the delay.",,,,,
"10679	very dissatisfied	The 78 bus doesn't have anywhere near enough buses on the timetable that's why I have to leave at 630 to ensure I make it to work on time. On my home it's worse as you have to wait 35 minutes plus and buses frequently driving past due to being full",,,,,
"10681	fairly satisfied	1st full working day of change to route and driver not aware of new route. Had to ask each other from other buses. This delayed bus which did not stick to timetable making me late for medical appointment",,,,,
"10677	fairly satisfied	Youth eating yoghurts etc. and leaving all litter on floor", talking really loudly.,,,,
"10673	very dissatisfied	Bus shelter in Swanton Morley",,,,,
"10675	fairly satisfied	More shelter when waiting for the bus.",,,,,
"10676	fairly satisfied	If it was on time",5 minutes late. Driver didn't apologise,,,,
"10666	neither satisfied nor dissatisfied	Smoother ride. Less hardness of brakes. (Smile)?",,,,,
"10667	fairly dissatisfied	more frequent buses around college hours", they get too full and dive past people who are then late,,,,
"10668	very satisfied	Nothing", maybe  USB charging points, included on our bus.,,,
"10669	fairly satisfied	as I am quite tall I would appreciate more leg room between seats.",,,,,
"10654	neither satisfied nor dissatisfied	Would be nice to know they will turn up and not breakdown.",,,,,
"10660	fairly satisfied	The bus service. It's the only bus that ever breaks down. Need to run on Sunday. Lots of people work. Can't get bus unless you go to Durham",,,,,
"10661	fairly satisfied	Bus to be on time", which for 17A service is poor. And sometimes misses altogether at least twice a week or more,,,,
"10642	neither satisfied nor dissatisfied	Windows were steamed up", poor air circulation.,,,,
"10643	fairly satisfied	they never give you enough time to get seated",,,,,
"10646	fairly satisfied	More Wi-Fi time allowed.",,,,,
"10648	fairly dissatisfied	Cleanliness", noisy,,,,
"10650	fairly satisfied	The time I had to wait for the bus to arrive",,,,,
"10633	very dissatisfied	Fares information ", welcoming drivers, announcements of next bus stop, regular buses following the given timetables.,,
"10636	very satisfied	For a fifteen minute journey", everything was fine.,,,,
"10639	very satisfied	Great",,,,,
"10623	fairly dissatisfied	Bus on time .  Cleaner bus .  Giving schoolkids their own bus.",,,,,
"10628	fairly satisfied	The seats aren't very comfy and they are very close",,,,,
"10629	fairly satisfied	The stand where I board the 156 is shared with the 320", as they both go to Ashton there is always confusion as to which queue I am in. If the 320 is late local people board the 156 which is a small bus and people going to Ashton have trouble getting on.,,,,
"10614	fairly dissatisfied	I'm a daily traveller. Buses often late. Electronic displays at bus stop inaccurate.",,,,,
"10616	very satisfied	Nothing on this occasion.",,,,,
"10618	fairly satisfied	The driver was very heavy with the use of the brakes when it came to stopping for myself and wife he stopped more than a foot away from the kerb.  My wife did have difficulty alighting from the bus because of distance from the kerb and bus step.",,,,,
"10621	very satisfied	Everything was satisfactory",,,,,
"10600	very dissatisfied	It could have gone further into town centre.  It only goes halfway into town.  Leaving everybody with a long walk to bank and shops.",,,,,
"10601	very satisfied	It was fine. I arrived at my destination in time.",,,,,
"10602	fairly satisfied	So that everyone understands signage due to foreign students having signs in multiple languages would 've helpful.",,,,,
"10603	fairly dissatisfied	Bus needs to be on time and should be double deckers", it's peak time in the City Centre and they are always too full of passengers with the single buses.,,,,
"10591	fairly satisfied	Nothing its good",,,,,
"10595	fairly dissatisfied	Frequency of buses", bus being late, rude and erratic driving of driven. Temperature, cleanliness.,,
"10597	fairly dissatisfied	The main problem I find quite consistently with Blackpool transport is the inconsistency of arrivals and departures. They are meant to be keeping to a schedule but I regularly find I'm missing a bus because it's leaving the stop very early despite people running for it.",,,,,
"10598	very satisfied	nothing it was completely seamless",,,,,
"10588	very dissatisfied	Sunday Number 8 bus doesn't always turns up. It's never on time. Week days Number 8 bus morning don't always turn up and have to call a cab or wait.",,,,,
"10580	very dissatisfied	I can no longer travel from Hough Green directly to Runcorn High Street so the N14 and Arriva 79 buses no longer take this route", I now have to change buses at Widnes Town Centre, making my journey to work much longer!,,,
"10574	fairly satisfied	More space on bus.  More seats.",,,,,
"10565	fairly satisfied	Indication of bus arrival times at stop opposite JR theatre.  Urgent",,,,,
"10567	fairly satisfied	less time and less money for the journey.",,,,,
"10568	neither satisfied nor dissatisfied	Greetings as you enter the bus and more time for the passengers to get seated",,,,,
"10561	very satisfied	Nothing at all- The driver was kind", pleasant and polite,,,,
"10562	fairly satisfied	The length of time  it took for the driver change over at Aston University stop. This is a frequent issue on my journeys.",,,,,
"10552	very satisfied	No problem.",,,,,
"10554	neither satisfied nor dissatisfied	Bus reliability from the Science Park.",,,,,
"10555	fairly dissatisfied	The driver did not know stops", people were asking for tickets to destinations.  He did not seem to be very helpful on this either causing people to get annoyed.,,,,
"10546	very satisfied	Nothing to add.  No complaints about journey.",,,,,
"10547	fairly satisfied	Bus was very dirty outside. Almost impossible to see out of the windows to enjoy the beautiful scenery",,,,,
"10543	fairly satisfied	People talking quietly on phones. Being able to see out of the windows which were very dirty. Some drivers", not all, driving very fast,,,
"10520	fairly satisfied	Cannot understand why bus do not carry on to HR Kinnerton bus stop at Dodleston. It only takes 4 minutes extra (on two routes time)",,,,,
"10521	fairly satisfied	More buses for rush hour.",,,,,
"10522	fairly satisfied	Being late meant I had to catch a later ferry.",,,,,
"10525	fairly dissatisfied	We have not got a regular every day service along Church Lane in Bocking.",,,,,
"10535	very satisfied	Very satisfied.",,,,,
"10515	fairly dissatisfied	Given time to get  to seat before moving disabled",,,,,
"10500	fairly satisfied	Buses being on time",,,,,
"10504	very satisfied	Nothing really it's weekend so traffic was less and overall smoother journey",,,,,
"10507	neither satisfied nor dissatisfied	Not this driver. But some are reckless do not lower the bus at the stop and stop away from the kerb", so that trollies need to be lifted up also to be taken off the bus/not ideal when shopping is heavy. Some are also too tired(?)to push the button to lower the bus.,,,,
"10508	very dissatisfied	Nothing very satisfied",,,,,
"10509	fairly satisfied	Sometimes bus in on the time but  very often late.",,,,,
"10510	fairly satisfied	One number 5 on each hour insufficient . Also none at all on Sundays.",,,,,
"10495	fairly satisfied	The framework of the bus rattled the whole time.",,,,,
"10496	fairly dissatisfied	Bus should have been on time as the previous one didn't turn up.",,,,,
"10497	fairly dissatisfied	The lateness of the bus which only runs hourly.",,,,,
"10487	fairly satisfied	Larger seats", more leg room.,,,,
"10489	fairly satisfied	Allow passengers to sit before moving on.",,,,,
"10491	fairly satisfied	If all the drivers drove without breaking too hard", cornering at reasonable speed it would make for more comfortable drive.,,,,
"10485	very satisfied	Nothing today", this driver is the best ever, he greets you, he's lovely but I've never had any that match him, I wish they were all like him, most are rude.
"10472	fairly dissatisfied	The time it takes getting to the A1M on an evening is too long as the traffic is always building from the roundabout. This slows things down and it is the same on an evening.   You should be able to top up Popcards at the Park and Ride sites as the website is hopeless at transferring funds.",,,,,
"10473	fairly satisfied	Total ban on eating and drinking on buses especially by school children.",,,,,
"10479	fairly dissatisfied	More bus only lanes",,,,,
"10466	very dissatisfied	Your drivers to be clean and tidy and more pleasant",,,,,
"10467	very satisfied	The driver was good.",,,,,
"10471	fairly satisfied	Drivers used to communicate more", e.g. good morning/afternoon/evening but its rare these days so I have stopped bothering. I can't remember if this particular driver said anything.,,,,
"10462	fairly satisfied	To display about information about next stop", company contact number and so on. During the winter time this bus doesn't come on time and it's very cold to wait outside, I would prefer the bus to be quicker I understand the traffic jam but also we got children as well.,,,
"10463	fairly satisfied	Asked driver about the buses back and he just shrugged and pointed at the timetable outside bus stop.",,,,,
"10464	neither satisfied nor dissatisfied	In my area there is only one hourly bus on weekdays.  Fewer at weekends.  And it only goes to the bus station", a petition was signed to retain our previous bus service (41) but it was ignored.  There are many elderly and/or disabled people who need a more frequent near reaching bus.,,,,
"10445	fairly satisfied	Fewer stops  and nicer bus (like other routes in Oxford ) NB cool day", in summer this bus is unbearable,,,,
"10446	very dissatisfied	The number 2 bus is never on time from 4PM onwards.  Do you think we don't have lives and families to go home to. I have had to get three Ubers home in the last two months costing ?11-14 each time", it is a joke and should be addressed .,,,,
"10448	fairly satisfied	Nine out of ten this bus runs ten to fifteen minutes late and I know it gets taken off and not replaced.",,,,,
"10439	neither satisfied nor dissatisfied	Nothing/very bad traffic day",,,,,
"10441	fairly satisfied	The bus being on time is very important but traffic issues could be avoided",,,,,
"10443	neither satisfied nor dissatisfied	Not have a paper map on the steering wheel and know where there going",,,,,
"10438	fairly dissatisfied	Most drivers are polite but there are a few who are dead ignorant", should not be in the job if they aren't people person. Manners cost nothing.,,,,
"10434	fairly satisfied	the smoothness of the journey",,,,,
"10435	fairly satisfied	If the bus operated till later so I didn't have to rush.",,,,,
"10419	neither satisfied nor dissatisfied	Buses are not on time", most of the time.  And a lot of time is wasted when people need to buy tickets on the bus.,,,,
"10420	fairly satisfied	Availability of space around bus stop", very overly crowded in new bus stop previously on Colmore Raw.,,,,
"10421	very satisfied	I've always been satisfied with the customer service and journey time.",,,,,
"10426	fairly satisfied	For the No 6 to turn up. After a day at work you want to get home. I feel Arriva forget that people rely on these buses and the No. 6 is well known for not being so.",,,,,
"10427	fairly satisfied	Cleanliness of the floor and more legroom",,,,,
"10428	fairly satisfied	Bus being on time.  Most drivers to stop putting foot on brakes.",,,,,
"10431	fairly satisfied	The bus from Severn Beach is usually ten to twenty minuteslate all day!",,,,,
"10432	fairly satisfied	The online timetable I looked at before leaving and the times displayed at the bus stop did not match up. I was on my way to a meeting and so arrived slightly late because this information did not match up.",,,,,
"10407	fairly satisfied	A smoother ride would be nice.",,,,,
"10408	fairly satisfied	Driver could say ""Hello""",,,,,
"10410	fairly satisfied	A larger bus",,,,,
"10411	fairly satisfied	Whilst the journey to work is fine and rarely causes any concerns my journey home is terrible ", quite often the buses are filthy.  I don't always feel safe and they are often late and completely missing.,,,,
"10413	very dissatisfied	The driver caring enough to lower the step coz of my disability and Stagecoach never wait till you are seated.",,,,,
"10417	neither satisfied nor dissatisfied	More room for scooter", drivers more helpful towards a mobility customer,,,,
"10403	neither satisfied nor dissatisfied	More room for people to sit ", it's too busy now, more buses need to cater for Kilnwood Vale .  Could the 200 stop here also, maybe?,,
"10406	fairly satisfied	Bus was a double decker. Need more buses on route. Journey was fine.",,,,,
"10394	very satisfied	N/A. Very satisfied.",,,,,
"10395	fairly satisfied	Newer buses.",,,,,
"10400	fairly satisfied	More space for my walking frame - two big suitcases and another walker on board.",,,,,
"10383	fairly dissatisfied	The buses sticking to the timetable. The 57 should come eight to ten minutes. The company doesn't stick to timetable. Have waited a long time then two or three buses turn up at the same time.",,,,,
"10384	fairly dissatisfied	Delays due to roadworks - no communication. No communication at Bus stops regularly diverted bus routes! Accesibility of some bus stops are very poor for wheelchair users like my son.",,,,,
"10385	fairly satisfied	This driver was alright but most people can be a bit rude",,,,,
"10386	fairly satisfied	Announcement e.g. ""the next bus stop is…? and a map of the route of the bus including all bus stops.",,,,,
"10387	fairly satisfied	The electronic time display could be more accurate. The bus was reported to be running ten minutes late but turned up bang on time. I expected this", it  happens quite often.,,,,
"10388	fairly satisfied	No need for improvement - other than running to timetable/schedule.",,,,,
"10381	neither satisfied nor dissatisfied	Use newer buses. Buses that lower to get on and off buses. Buses that don't break down a lot. In the last six months I've to wait one hour for another bus and get taxis on two occasion. Five break downs. Bus our route are really uncomfortable.",,,,,
"10379	neither satisfied nor dissatisfied	A double decker bus would be more appropriate for the amount of people boarding.",,,,,
"10372	fairly satisfied	On the outwards journey from deanshanger (89) at 10.07", it didn't bother turning up. So bearing in my mind these buses only come once an hour. I had to stand and wait for 1 hour 20 mins for the 11.08 to come which came at 11.20. Being heavily pregnant this was not good for me and gave me some discomfort. This is happened all week at 10.08 which is not acceptable  on such a journey where the buses are not frequent.  I spoke with stage coach who didn't seem to care that this has happened all week and caused discomfort  to a lot of people.,,,,
"10373	fairly satisfied	More buses (79)on route after 18.00",,,,,
"10374	fairly satisfied	The electronic bus timetable said there was a bus due in 3 minutes but nothing came",,,,,
"10377	fairly satisfied	The time spent at each stop waiting for passengers to provide money /app tickets/paper tickets.",,,,,
"10364	fairly satisfied	Everywhere I go I have to get two buses.  It was not the only bus I had to board to get to Kings Heath.  I also had to get the No.11 which I had to wait twenty minutes for then two turned up together.  No bus shelters on the No.1 or No.2 route where I live.",,,,,
"10365	very satisfied	The bus being on time.",,,,,
"10369	fairly satisfied	Bus not being so late",,,,,
"10370	very dissatisfied	Bus was moving too slow", as well as traffic congestion, waiting too long by bus stop, bus was very overcrowded and there was another behind that was empty and kept overtaking at stop.,,
"10360	neither satisfied nor dissatisfied	Always provide a double decker on the route especially with the withdrawal of the Avon N18 route. All the children go to St Andrews from West Kirby. It is horrendous prior to them getting off",,,,,
"10361	fairly satisfied	Re-fit the real time bus info display at Somerfield South. It was removed when the post was moved a few months ago. Also provide a text code.",,,,,
"10362	very satisfied	I was satisfied. Have in the past objected to teenager with feet on seats.",,,,,
"10363	fairly satisfied	Leather seat", as material seats are messy.,,,,
"10352	very satisfied	No complaints",,,,,
"10348	neither satisfied nor dissatisfied	Newer buses that are cleaner and cooler.",,,,,
"10349	very dissatisfied	Bus need to turn up on time.",,,,,
"10350	neither satisfied nor dissatisfied	Punctuality on the 44/45 please.",,,,,
"10341	very satisfied	Nothing", it was all good.,,,,
"10342	fairly satisfied	The amount of space you have with someone sat next to you",,,,,
"10343	fairly satisfied	Slow down the speed of which the guided bus have is within the rails between Trumpington Park and the station. These buses have approximately 60 miles/hour and their aren't no seat belts for the passengers and no  rail/fence",,,,,
"10337	neither satisfied nor dissatisfied	Bus arriving on time not fifteen to twenty minutes late when people have to go to work.",,,,,
"10339	fairly satisfied	On other journeys", buses are overcrowded and drivers are rushing and braking dangerously etc.,,,,
"10340	fairly satisfied	Not to be overcrowded at front of bus.",,,,,
"10327	fairly dissatisfied	If bus come on time.",,,,,
"10328	fairly satisfied	More timetable information.",,,,,
"10329	neither satisfied nor dissatisfied	Timing and USB ports and less jolting.",,,,,
"10331	very satisfied	both drivers were lovely", both have good advice regarding journey (we aren't from this area). The only downside was we had no idea if our little boy would get out of the bus (due to loving the experience).,,,,
"10336	fairly satisfied	The only thing that could have been improved is the weather and amount of people on the bus.",,,,,
"10322	fairly dissatisfied	Driving way too slow",,,,,
"10323	neither satisfied nor dissatisfied	By using buses that are in good working order and in good condition (i.e. not breaking down or setting in flames because of bad repair or maintenance).",,,,,
"10324	fairly satisfied	The temperature inside the bus.",,,,,
"10325	fairly satisfied	This time the bus was on time but some other times buses are late on this route.",,,,,
"10326	fairly dissatisfied	Fewer stops", smoother journey,,,,
"10314	fairly satisfied	Newer buses.  This bus actually had padded seats.  Some of the buses on this route only have padded wooden seats.",,,,,
"10315	fairly satisfied	More seat room I am tall and disabled and there is not enough leg room. Not enough space for me to stand up",,,,,
"10316	fairly dissatisfied	Heating. Very rattled journey.",,,,,
"10318	fairly dissatisfied	Bus being on time and leaving other stops on time",,,,,
"10319	fairly satisfied	Ability to lower the platform as the bus couldn't stop close enough to the pavement for me to get off.     More comfortable seats.",,,,,
"10308	fairly satisfied	The 8 only stops at the Wagon and Horses Pub on Lawrence St. I needed the next stop but as the 8 doesn't stop there I had to walk longer than usual. But I would have had a 10 min wait in town for 10 or 66A",,,,,
"10310	neither satisfied nor dissatisfied	The bus arriving on time",,,,,
"10301	very satisfied	No problems whatsoever.",,,,,
"10302	very dissatisfied	Bus actually arriving and departing according to timetable   There was at least two buses missing according to friend who had arrived in time for 16:45 bus which did not turn up likewise the 17:00 bus failed for the third time this week to turn up    Buses departing to timetable would be great",,,,,
"10303	fairly satisfied	Bus to have been on time.",,,,,
"10296	fairly satisfied	To be nearer to the kerb and lower the ramp for elderly with walking aids", etc. And to stop other travellers being bothered by loud abusive yobs. Safe drivers are lovely and very polite but not all of them,,,,
"10300	neither satisfied nor dissatisfied	Driver's greeting. The bus route takes unnecessary detours which neither let off or on customers but serve to delay arrival time at the bus station. The roads they travel down are not fit for buses and often the bus nudges curbs and lurches across the road.",,,,,
"10293	fairly satisfied	The exact time bus meant to arrive stated on time table. The noise", rudeness of youngsters towards (illegible) young kids/elderly. The app ticket system causes problems with time on each stop. People push to front of the one to exit. Signs on bus, regular swearing, (illegible) noise.,,
"10294	fairly satisfied	Too many pushchairs at one time", blocking the aisle, making it difficult to pass.,,,
"10284	neither satisfied nor dissatisfied	Employ less grumpy drivers. Start pensioner pass earlier so don't have to pay to go to hospital appointment", hourly buses usually empty.,,,,
"10285	fairly satisfied	On occasions it is too hot on the bus even during hot weather there was no air-con.",,,,,
"10286	fairly satisfied	Center bus should be arrive on time every time. Rather than that no issue.",,,,,
"10276	fairly satisfied	This form does not account for drivers and at different times.  The bus can be quite late", no seating facility at some bus stops.  It would be good to have a half hourly town service.  Again at the south end of Gainsboro.,,,,
"10280	fairly satisfied	Better road conditions on Battery Hill and Fairlight Road",,,,,
"10281	fairly satisfied	The floor of the bus was very wet on the journey to Woodcote. But the driver reported it.",,,,,
"10283	very satisfied	This was a great journey. Not always this good",,,,,
"10267	fairly satisfied	Turning up on time.",,,,,
